comb08,comb08U,combE,displ,drive,fuelType,fuelType1,id,make,model,VClass,year,atvType,evMotor,createdOn,modifiedOn
28,0,0,3.6,Front-Wheel Drive,Regular,Regular Gasoline,26554,Saturn,Vue Hybrid,Sport Utility Vehicle - 2WD,2009,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
35,0,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,28588,Lexus,HS 250h,Compact Cars,2010,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
29,0,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,28634,Chevrolet,Malibu Hybrid,Midsize Cars,2010,Hybrid,36V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
28,0,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,28779,Saturn,Vue Hybrid,Sport Utility Vehicle - 2WD,2010,Hybrid,36V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
21,0,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,29333,Mercedes-Benz,S400 Hybrid,Large Cars,2010,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
32,0,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,29442,Ford,Escape Hybrid FWD,Sport Utility Vehicle - 2WD,2010,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
32,0,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,29447,Mazda,Tribute Hybrid 2WD,Sport Utility Vehicle - 2WD,2010,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
32,0,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,29450,Mercury,Mariner Hybrid FWD,Sport Utility Vehicle - 2WD,2010,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
29,0,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,29455,Ford,Escape Hybrid 4WD,Sport Utility Vehicle - 4WD,2010,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
29,0,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,29459,Mazda,Tribute Hybrid 4WD,Sport Utility Vehicle - 4WD,2010,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
29,0,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,29464,Mercury,Mariner Hybrid 4WD,Sport Utility Vehicle - 4WD,2010,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
42,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,29712,Honda,Civic Hybrid,Compact Cars,2010,Hybrid,158V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
23,0,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,29715,Lexus,GS 450h,Compact Cars,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
26,0,0,3.3,All-Wheel Drive,Regular,Regular Gasoline,29757,Toyota,Highlander Hybrid 4WD,Sport Utility Vehicle - 4WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
22,0,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,29764,Chevrolet,Silverado 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
22,0,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,29769,GMC,Sierra 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
21,0,0,6,4-Wheel Drive,Regular,Regular Gasoline,29774,Chevrolet,Silverado 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
21,0,0,6,4-Wheel Drive,Regular,Regular Gasoline,29778,GMC,Sierra 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
22,0,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,29781,Cadillac,Escalade Hybrid 2WD,Sport Utility Vehicle - 2WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
22,0,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,29788,Chevrolet,Tahoe Hybrid 2WD,Sport Utility Vehicle - 2WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
22,0,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,29791,GMC,Yukon 1500 Hybrid 2WD,Sport Utility Vehicle - 2WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
21,0,0,6,4-Wheel Drive,Regular,Regular Gasoline,29800,Chevrolet,Tahoe Hybrid 4WD,Sport Utility Vehicle - 4WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
21,0,0,6,4-Wheel Drive,Regular,Regular Gasoline,29802,GMC,Yukon 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
34,0,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,29862,Nissan,Altima Hybrid,Midsize Cars,2010,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
18,0,0,4.4,All-Wheel Drive,Premium,Premium Gasoline,29881,BMW,ActiveHybrid X6,Sport Utility Vehicle - 4WD,2010,Hybrid,312V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
21,0,0,5,All-Wheel Drive,Premium,Premium Gasoline,29923,Lexus,LS 600h L,Midsize Cars,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
22,0,0,3.5,4-Wheel Drive,Premium,Premium Gasoline,29950,Mercedes-Benz,ML450 Hybrid 4matic,Sport Utility Vehicle - 4WD,2010,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
20,19.6707,0,4.4,Rear-Wheel Drive,Premium,Premium Gasoline,30074,BMW,ActiveHybrid 7i,Midsize Cars,2011,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
33,32.5411,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,30089,Toyota,Camry Hybrid,Midsize Cars,2011,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
20,19.6707,0,4.4,Rear-Wheel Drive,Premium,Premium Gasoline,30095,BMW,ActiveHybrid 7Li,Large Cars,2011,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
18,17.7986,0,4.4,All-Wheel Drive,Premium,Premium Gasoline,30193,BMW,ActiveHybrid X6,Sport Utility Vehicle - 4WD,2011,Hybrid,312V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38.0688,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30370,Mercury,Milan Hybrid FWD,Midsize Cars,2011,Hybrid,275V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38.0688,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30371,Lincoln,MKZ Hybrid FWD,Midsize Cars,2011,Hybrid,275V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38.0688,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30373,Ford,Fusion Hybrid FWD,Midsize Cars,2011,Hybrid,275V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0844,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,30458,Chevrolet,Silverado 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0844,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,30459,GMC,Sierra 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9457,0,6,4-Wheel Drive,Regular,Regular Gasoline,30466,Chevrolet,Silverado 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9457,0,6,4-Wheel Drive,Regular,Regular Gasoline,30467,GMC,Sierra 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0844,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,30511,Cadillac,Escalade Hybrid 2WD,Sport Utility Vehicle - 2WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0844,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,30512,Chevrolet,Tahoe Hybrid 2WD,Sport Utility Vehicle - 2WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0844,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,30513,GMC,Yukon 1500 Hybrid 2WD,Sport Utility Vehicle - 2WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,30555,Cadillac,Escalade Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9457,0,6,4-Wheel Drive,Regular,Regular Gasoline,30556,Chevrolet,Tahoe Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9457,0,6,4-Wheel Drive,Regular,Regular Gasoline,30557,GMC,Yukon 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
34,33.5194,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,30587,Honda,CR-Z,Two Seaters,2011,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,35.8148,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,30588,Honda,CR-Z,Two Seaters,2011,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
41,41.0632,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,30627,Honda,Civic Hybrid,Compact Cars,2011,Hybrid,158V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
23,23.2372,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,30632,Lexus,GS 450h,Compact Cars,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
32,31.8665,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30737,Ford,Escape Hybrid FWD,Sport Utility Vehicle - 2WD,2011,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
32,31.8665,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30750,Mazda,Tribute Hybrid 2WD,Sport Utility Vehicle - 2WD,2011,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
32,31.8665,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30753,Mercury,Mariner Hybrid FWD,Sport Utility Vehicle - 2WD,2011,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.5814,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,30777,Ford,Escape Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.5814,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,30795,Mazda,Tribute Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
22,21.8504,0,3.5,4-Wheel Drive,Premium,Premium Gasoline,30800,Mercedes-Benz,ML450 Hybrid 4matic,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.5814,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,30807,Mercury,Mariner Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,27.7244,0,3.5,All-Wheel Drive,Regular,Regular Gasoline,30826,Toyota,Highlander Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
40,40.1105,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,30843,Honda,Insight,Compact Cars,2011,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
40,40.0013,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,30844,Honda,Insight,Compact Cars,2011,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
34,33.8958,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,30845,Lexus,HS 250h,Compact Cars,2011,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
20,20.4141,0,5,All-Wheel Drive,Premium,Premium Gasoline,30860,Lexus,LS 600h L,Midsize Cars,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
33,33.1881,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,30863,Nissan,Altima Hybrid,Midsize Cars,2011,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,29.4292,0,3.5,Front-Wheel Drive,Premium,Premium Gasoline,30893,Lexus,RX 450h,Sport Utility Vehicle - 2WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
28,28.3029,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,30907,Lexus,RX 450h AWD,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
48,47.7418,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,30919,Toyota,Prius,Midsize Cars,2011,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,30920,GMC,Yukon Denali 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.3994,0,3,All-Wheel Drive,Premium,Premium Gasoline,30964,Porsche,Cayenne S Hybrid,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
42,41.5896,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,31002,Lexus,CT 200h,Compact Cars,2011,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0098,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,31024,Mercedes-Benz,S400 Hybrid,Large Cars,2011,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.4351,0,3,All-Wheel Drive,Premium,Premium Gasoline,31063,Volkswagen,Touareg Hybrid,Sport Utility Vehicle - 4WD,2011,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,36,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,31076,Hyundai,Sonata Hybrid,Midsize Cars,2011,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
44,43.6569,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,31190,Honda,Civic Hybrid,Compact Cars,2012,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.6262,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,31218,Infiniti,M35h,Midsize Cars,2012,Hybrid,346V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.2138,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,31363,Buick,Regal eAssist,Midsize Cars,2012,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
28,28.2138,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,31364,Buick,LaCrosse eAssist,Midsize Cars,2012,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
38,38.0688,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,31388,Ford,Fusion Hybrid FWD,Midsize Cars,2012,Hybrid,275V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38.0688,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,31395,Lincoln,MKZ Hybrid FWD,Midsize Cars,2012,Hybrid,275V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
32,31.8665,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,31479,Ford,Escape Hybrid FWD,Sport Utility Vehicle - 2WD,2012,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.5814,0,2.5,All-Wheel Drive,Regular,Regular Gasoline,31509,Ford,Escape Hybrid AWD,Sport Utility Vehicle - 4WD,2012,Hybrid,330V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.3991,0,3,All-Wheel Drive,Premium,Premium Gasoline,31542,Porsche,Cayenne S Hybrid,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.4108,0,3,All-Wheel Drive,Premium,Premium Gasoline,31612,Volkswagen,Touareg Hybrid,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
42,41.5896,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,31693,Lexus,CT 200h,Compact Cars,2012,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
48,47.7153,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,31767,Toyota,Prius,Midsize Cars,2012,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0341,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,31799,Mercedes-Benz,S400 Hybrid,Large Cars,2012,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
25,25.3292,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,31811,Porsche,Panamera S Hybrid,Large Cars,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,40.8097,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,31836,Toyota,Prius v,Midsize Station Wagons,2012,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,31855,Chevrolet,Silverado 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,31857,GMC,Sierra 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9446,0,6,4-Wheel Drive,Regular,Regular Gasoline,31862,Chevrolet,Silverado 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9446,0,6,4-Wheel Drive,Regular,Regular Gasoline,31864,GMC,Sierra 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,31901,Cadillac,Escalade Hybrid 2WD,Sport Utility Vehicle - 2WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,31903,Chevrolet,Tahoe Hybrid 2WD,Sport Utility Vehicle - 2WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,31911,GMC,Yukon 1500 Hybrid 2WD,Sport Utility Vehicle - 2WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,29.4292,0,3.5,Front-Wheel Drive,Premium,Premium Gasoline,31926,Lexus,RX 450h,Sport Utility Vehicle - 2WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,31948,Cadillac,Escalade Hybrid 4WD,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9446,0,6,4-Wheel Drive,Regular,Regular Gasoline,31951,Chevrolet,Tahoe Hybrid 4WD,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,20.9446,0,6,4-Wheel Drive,Regular,Regular Gasoline,31958,GMC,Yukon 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,31960,GMC,Yukon Denali 1500 Hybrid 4WD,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.3029,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,31971,Lexus,RX 450h AWD,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
28,27.5972,0,3.5,All-Wheel Drive,Regular,Regular Gasoline,31995,Toyota,Highlander Hybrid 4WD,Sport Utility Vehicle - 4WD,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,36.1449,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32005,Kia,Optima Hybrid,Midsize Cars,2011,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
34,33.5194,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,32011,Honda,CR-Z,Two Seaters,2012,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,35.8148,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,32012,Honda,CR-Z,Two Seaters,2012,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
41,41.0244,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,32053,Honda,Insight,Compact Cars,2012,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,41.1074,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,32054,Honda,Insight,Compact Cars,2012,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
34,33.9203,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32055,Lexus,HS 250h,Compact Cars,2012,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
20,19.7016,0,4.4,Rear-Wheel Drive,Premium,Premium Gasoline,32073,BMW,ActiveHybrid 7,Midsize Cars,2012,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
20,20.4375,0,5,All-Wheel Drive,Premium,Premium Gasoline,32084,Lexus,LS 600h L,Midsize Cars,2012,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
40,40.0665,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,32092,Toyota,Camry Hybrid LE,Midsize Cars,2012,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
