comb08,comb08U,combE,displ,drive,fuelType,fuelType1,id,make,model,VClass,year,atvType,evMotor,createdOn,modifiedOn
105,105.3754,31.9856,,Front-Wheel Drive,Electricity,Electricity,38168,Kia,Soul Electric,Small Station Wagons,2017,EV,81 kW AC PMSM,Tue Sep 13 00:00:00 EDT 2016,Wed Jul 05 00:00:00 EDT 2017
99,99.0945,34,,Rear-Wheel Drive,Electricity,Electricity,38170,Tesla,Model S (60 kW-hr battery pack),Large Cars,2016,EV,285 kW AC Induction (60 kW-hr battery pack),Tue Sep 13 00:00:00 EDT 2016,Mon Sep 26 00:00:00 EDT 2016
104,103.7678,32,,All-Wheel Drive,Electricity,Electricity,38171,Tesla,Model S AWD - 60D,Large Cars,2016,EV,193 (front) 193 (rear) (60 kW-hr battery pack),Tue Sep 13 00:00:00 EDT 2016,Mon Sep 26 00:00:00 EDT 2016
98,97.5232,35,,All-Wheel Drive,Electricity,Electricity,38172,Tesla,Model S AWD - P100D,Large Cars,2016,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Tue Sep 13 00:00:00 EDT 2016,Mon Sep 26 00:00:00 EDT 2016
93,92.5663,36,,All-Wheel Drive,Electricity,Electricity,38173,Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD,2016,EV,193 (front) 193 (rear) (60 kW-hr battery pack),Tue Sep 13 00:00:00 EDT 2016,Mon Sep 26 00:00:00 EDT 2016
119,119.0958,28.3007,,Front-Wheel Drive,Electricity,Electricity,38187,Chevrolet,Bolt EV,Small Station Wagons,2017,EV,150 kW ACPM,Fri Sep 16 00:00:00 EDT 2016,Tue Mar 26 00:00:00 EDT 2019
112,112.3924,29.9887,,Front-Wheel Drive,Electricity,Electricity,38428,Nissan,Leaf,Midsize Cars,2017,EV,80 kW DCPM,Tue Nov 15 00:00:00 EST 2016,Wed Jul 05 00:00:00 EDT 2017
136,136,25,,Front-Wheel Drive,Electricity,Electricity,38431,Hyundai,Ioniq Electric,Midsize Cars,2017,EV,88 kW AC PMSM,Wed Nov 16 00:00:00 EST 2016,Tue Nov 28 00:00:00 EST 2017
86,85.7115,39,,All-Wheel Drive,Electricity,Electricity,38500,Tesla,Model X AWD - P100D,Standard Sport Utility Vehicle 4WD,2016,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Mon Dec 12 00:00:00 EST 2016,Mon Dec 12 00:00:00 EST 2016
107,107.0326,31,,Front-Wheel Drive,Electricity,Electricity,38505,Ford,Focus Electric,Compact Cars,2017,EV,107 kW AC PMSM,Fri Dec 16 00:00:00 EST 2016,Wed Jul 05 00:00:00 EDT 2017
104,103.7678,32,,All-Wheel Drive,Electricity,Electricity,38523,Tesla,Model S AWD - 60D,Large Cars,2017,EV,193 (front) 193 (rear) (60 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
103,103.3343,33,,All-Wheel Drive,Electricity,Electricity,38524,Tesla,Model S AWD - 75D,Large Cars,2017,EV,193 (front) 193 (rear) (75 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
98,97.5232,35,,All-Wheel Drive,Electricity,Electricity,38525,Tesla,Model S AWD - P100D,Large Cars,2017,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
93,92.5663,36,,All-Wheel Drive,Electricity,Electricity,38526,Tesla,Model X AWD - 60D,Standard Sport Utility Vehicle 4WD,2017,EV,193 (front) 193 (rear) (60 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
93,93.0305,36,,All-Wheel Drive,Electricity,Electricity,38527,Tesla,Model X AWD - 75D,Standard Sport Utility Vehicle 4WD,2017,EV,193 (front) 193 (rear) (75 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
92,92.084,37,,All-Wheel Drive,Electricity,Electricity,38528,Tesla,Model X AWD - 90D,Standard Sport Utility Vehicle 4WD,2017,EV,193 (front) 193 (rear) (90 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
89,89.1811,38,,All-Wheel Drive,Electricity,Electricity,38529,Tesla,Model X AWD - P90D,Standard Sport Utility Vehicle 4WD,2017,EV,193 (front) 375 (rear) (90 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
86,85.7115,39,,All-Wheel Drive,Electricity,Electricity,38530,Tesla,Model X AWD - P100D,Standard Sport Utility Vehicle 4WD,2017,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Wed Jan 11 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
95,95.3238,35,,All-Wheel Drive,Electricity,Electricity,38537,Tesla,Model S AWD - P90D,Large Cars,2017,EV,193 (front) 375 (rear) (90 kW-hr battery pack),Wed Jan 18 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
119,118.6017,28.4186,,Front-Wheel Drive,Electricity,Electricity,38549,Volkswagen,e-Golf,Compact Cars,2017,EV,100 kW AC PMSM,Thu Feb 02 00:00:00 EST 2017,Wed Jul 05 00:00:00 EDT 2017
99,99.0945,34,,Rear-Wheel Drive,Electricity,Electricity,38557,Tesla,Model S (60 kW-hr battery pack),Large Cars,2017,EV,285 kW AC Induction (60 kW-hr battery pack),Fri Feb 24 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
98,98.409,34,,Rear-Wheel Drive,Electricity,Electricity,38558,Tesla,Model S (75 kW-hr battery pack),Large Cars,2017,EV,285 kW AC Induction (75 kW-hr battery pack),Fri Feb 24 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
104,103.8187,32,,All-Wheel Drive,Electricity,Electricity,38569,Tesla,Model S AWD - 90D,Large Cars,2017,EV,193 (front) 193 (rear) (90 kW-hr battery pack),Thu Mar 02 00:00:00 EST 2017,Fri Aug 24 00:00:00 EDT 2018
72,72.2873,47,,Front-Wheel Drive,Electricity,Electricity,38591,BYD,e6,Small Sport Utility Vehicle 2WD,2017,EV,75 kW AC PM/B,Thu Mar 16 00:00:00 EDT 2017,Mon Feb 12 00:00:00 EST 2018
102,101.5334,33,,All-Wheel Drive,Electricity,Electricity,38640,Tesla,Model S AWD - 100D,Large Cars,2017,EV,193 (front) 193 (rear) (100 kW-hr battery pack),Tue Apr 11 00:00:00 EDT 2017,Fri Aug 24 00:00:00 EDT 2018
114,114.1174,30,,Front-Wheel Drive,Electricity,Electricity,39191,Honda,Clarity EV,Midsize Cars,2017,EV,120 kW AC PMSM,Thu Aug 03 00:00:00 EDT 2017,Tue Dec 05 00:00:00 EST 2017
108,108,31,,Rear-Wheel Drive,Electricity,Electricity,39192,smart,fortwo electric drive coupe,Two Seaters,2017,EV,60 KW AC Synchronous,Thu Aug 03 00:00:00 EDT 2017,Mon Sep 11 00:00:00 EDT 2017
108,107.9386,31.2261,,Front-Wheel Drive,Electricity,Electricity,39322,Kia,Soul Electric,Small Station Wagons,2018,EV,81 kW AC PMSM,Wed Aug 16 00:00:00 EDT 2017,Wed Jan 24 00:00:00 EST 2018
102,102,33,,Rear-Wheel Drive,Electricity,Electricity,39603,smart,fortwo electric drive convertible,Two Seaters,2017,EV,60 KW AC Synchronous,Wed Oct 11 00:00:00 EDT 2017,Wed Oct 11 00:00:00 EDT 2017
107,107.0326,31.4904,,Front-Wheel Drive,Electricity,Electricity,39640,Ford,Focus Electric,Compact Cars,2018,EV,107 kW AC PMSM,Mon Oct 23 00:00:00 EDT 2017,Thu Nov 16 00:00:00 EST 2017
136,136,25,,Front-Wheel Drive,Electricity,Electricity,39641,Hyundai,Ioniq Electric,Midsize Cars,2018,EV,88 kW AC PMSM,Mon Oct 23 00:00:00 EDT 2017,Wed Jan 24 00:00:00 EST 2018
126,125.643,26.826,,Rear-Wheel Drive,Electricity,Electricity,39769,Tesla,Model 3 Long Range,Midsize Cars,2017,EV,192 kW AC 3-Phase,Tue Nov 28 00:00:00 EST 2017,Thu Jan 11 00:00:00 EST 2018
108,108,31,,Rear-Wheel Drive,Electricity,Electricity,39784,smart,fortwo electric drive coupe,Two Seaters,2018,EV,60 KW AC Synchronous,Tue Dec 05 00:00:00 EST 2017,Mon Feb 12 00:00:00 EST 2018
102,102,33,,Rear-Wheel Drive,Electricity,Electricity,39785,smart,fortwo electric drive convertible,Two Seaters,2018,EV,60 KW AC Synchronous,Tue Dec 05 00:00:00 EST 2017,Mon Feb 12 00:00:00 EST 2018
119,119.0958,28.3007,,Front-Wheel Drive,Electricity,Electricity,39786,Chevrolet,Bolt EV,Small Station Wagons,2018,EV,150 kW ACPM,Tue Dec 05 00:00:00 EST 2017,Tue Mar 26 00:00:00 EDT 2019
87,87.1716,38.6651,,All-Wheel Drive,Electricity,Electricity,39831,Tesla,Model X AWD - 100D,Standard Sport Utility Vehicle 4WD,2017,EV,193 (front) 193 (rear) (100 kW-hr battery pack),Wed Jan 03 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
130,130.2464,25.8779,,Rear-Wheel Drive,Electricity,Electricity,39836,Tesla,Model 3 Long Range,Midsize Cars,2018,EV,202 kW AC 3-Phase,Thu Jan 11 00:00:00 EST 2018,Mon Nov 19 00:00:00 EST 2018
98,98.409,34.2499,,Rear-Wheel Drive,Electricity,Electricity,39837,Tesla,Model S 75kWh,Large Cars,2018,EV,270 kW AC Induction (75 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
103,103.3343,32.6174,,All-Wheel Drive,Electricity,Electricity,39838,Tesla,Model S 75D,Large Cars,2018,EV,193 (front) 193 (rear) (75 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
102,101.5334,33.196,,All-Wheel Drive,Electricity,Electricity,39839,Tesla,Model S 100D,Large Cars,2018,EV,193 (front) 193 (rear) (100 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
98,97.5232,34.561,,All-Wheel Drive,Electricity,Electricity,39840,Tesla,Model S P100D,Large Cars,2018,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
93,93.0305,36.23,,All-Wheel Drive,Electricity,Electricity,39841,Tesla,Model X 75D,Standard Sport Utility Vehicle 4WD,2018,EV,193 (front) 193 (rear) (75 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
87,87.1716,38.6651,,All-Wheel Drive,Electricity,Electricity,39842,Tesla,Model X 100D,Standard Sport Utility Vehicle 4WD,2018,EV,193 (front) 193 (rear) (100 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
85,85.2401,39.5413,,All-Wheel Drive,Electricity,Electricity,39843,Tesla,Model X P100D,Standard Sport Utility Vehicle 4WD,2018,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Thu Jan 11 00:00:00 EST 2018,Fri Aug 24 00:00:00 EDT 2018
118,117.7049,28.6352,,Rear-Wheel Drive,Electricity,Electricity,39854,BMW,i3 (94Ah),Subcompact Cars,2018,EV,125 kW AC Induction,Thu Jan 18 00:00:00 EST 2018,Mon Feb 26 00:00:00 EST 2018
112,112.4576,29.9713,,Rear-Wheel Drive,Electricity,Electricity,39855,BMW,i3s (94Ah),Subcompact Cars,2018,EV,125 kW AC Induction,Thu Jan 18 00:00:00 EST 2018,Mon Feb 26 00:00:00 EST 2018
112,112.3457,30.0011,,Front-Wheel Drive,Electricity,Electricity,39860,Nissan,Leaf,Midsize Cars,2018,EV,110 kW DCPM,Wed Jan 24 00:00:00 EST 2018,Wed Jan 24 00:00:00 EST 2018
119,118.6017,28.4186,,Front-Wheel Drive,Electricity,Electricity,39871,Volkswagen,e-Golf,Compact Cars,2018,EV,100 kW AC PMSM,Tue Feb 06 00:00:00 EST 2018,Tue Feb 06 00:00:00 EST 2018
72,72.2873,46.6265,,Front-Wheel Drive,Electricity,Electricity,39880,BYD,e6,Small Sport Utility Vehicle 2WD,2018,EV,75 kW AC PM/B,Mon Feb 12 00:00:00 EST 2018,Mon Feb 12 00:00:00 EST 2018
112,112.4374,29.9767,,Front-Wheel Drive,Electricity,Electricity,39959,Fiat,500e,Minicompact Cars,2018,EV,82 kW AC Induction,Mon Mar 26 00:00:00 EDT 2018,Wed Mar 13 00:00:00 EDT 2019
114,114.1174,29.5354,,Front-Wheel Drive,Electricity,Electricity,40044,Honda,Clarity EV,Midsize Cars,2018,EV,120 kW AC PMSM,Wed Apr 04 00:00:00 EDT 2018,Wed Oct 03 00:00:00 EDT 2018
136,136,25,,Front-Wheel Drive,Electricity,Electricity,40384,Hyundai,Ioniq Electric,Midsize Cars,2019,EV,88 kW AC PMSM,Thu Jul 12 00:00:00 EDT 2018,Thu Jul 12 00:00:00 EDT 2018
116,116.4402,28.9462,,All-Wheel Drive,Electricity,Electricity,40385,Tesla,Model 3 Long Range  AWD,Midsize Cars,2018,EV,147 and 188 kW AC 3-Phase,Thu Jul 12 00:00:00 EDT 2018,Thu Jul 12 00:00:00 EDT 2018
116,116.4402,28.9462,,All-Wheel Drive,Electricity,Electricity,40386,Tesla,Model 3 Long Range  AWD Performance,Midsize Cars,2018,EV,147 and 202 kW AC 3-Phase,Thu Jul 12 00:00:00 EDT 2018,Mon Nov 19 00:00:00 EST 2018
119,119.0958,28.3007,,Front-Wheel Drive,Electricity,Electricity,40520,Chevrolet,Bolt EV,Small Station Wagons,2019,EV,150 kW ACPM,Fri Aug 03 00:00:00 EDT 2018,Tue Mar 26 00:00:00 EDT 2019
120,120,28,,Front-Wheel Drive,Electricity,Electricity,40585,Hyundai,Kona Electric,Small Sport Utility Vehicle 2WD,2019,EV,150 kW AC PMSM,Thu Aug 16 00:00:00 EDT 2018,Wed Dec 05 00:00:00 EST 2018
108,107.9386,31.2261,,Front-Wheel Drive,Electricity,Electricity,40768,Kia,Soul Electric,Small Station Wagons,2019,EV,81 kW AC PMSM,Tue Sep 11 00:00:00 EDT 2018,Wed Dec 05 00:00:00 EST 2018
119,118.6017,28.4186,,Front-Wheel Drive,Electricity,Electricity,40769,Volkswagen,e-Golf,Compact Cars,2019,EV,100 kW AC PMSM,Tue Sep 11 00:00:00 EDT 2018,Wed Apr 10 00:00:00 EDT 2019
112,111.677,30.1816,,Front-Wheel Drive,Electricity,Electricity,40812,Nissan,Leaf (40 kW-hr battery pack),Midsize Cars,2019,EV,110 kW DCPM,Fri Sep 21 00:00:00 EDT 2018,Wed Mar 13 00:00:00 EDT 2019
76,76.1264,44.275,,4-Wheel Drive,Electricity,Electricity,40986,Jaguar,I-Pace,Small Sport Utility Vehicle 4WD,2019,EV,147 and 147 kW AC 3-Phase,Fri Nov 02 00:00:00 EDT 2018,Fri Nov 02 00:00:00 EDT 2018
113,113.1242,29.7947,,Rear-Wheel Drive,Electricity,Electricity,41054,BMW,i3,Subcompact Cars,2019,EV,125 kW AC Induction,Mon Nov 19 00:00:00 EST 2018,Mon Nov 19 00:00:00 EST 2018
113,113.1242,29.7947,,Rear-Wheel Drive,Electricity,Electricity,41055,BMW,i3s,Subcompact Cars,2019,EV,135 kW AC Induction,Mon Nov 19 00:00:00 EST 2018,Mon Dec 03 00:00:00 EST 2018
123,122.6274,27.4857,,Rear-Wheel Drive,Electricity,Electricity,41056,Tesla,Model 3 Mid Range,Midsize Cars,2018,EV,202 kW AC 3-Phase,Mon Nov 19 00:00:00 EST 2018,Mon Nov 19 00:00:00 EST 2018
112,112.3234,30.0071,,Front-Wheel Drive,Electricity,Electricity,41060,Kia,Niro Electric,Small Station Wagons,2019,EV,150 kW IPMSM,Mon Dec 03 00:00:00 EST 2018,Wed Dec 05 00:00:00 EST 2018
112,112.4374,29.9767,,Front-Wheel Drive,Electricity,Electricity,41143,Fiat,500e,Minicompact Cars,2019,EV,82 kW AC Induction,Tue Dec 18 00:00:00 EST 2018,Wed Mar 13 00:00:00 EDT 2019
114,114.1174,29.5354,,Front-Wheel Drive,Electricity,Electricity,41185,Honda,Clarity EV,Midsize Cars,2019,EV,120 kW AC PMSM,Tue Jan 29 00:00:00 EST 2019,Tue Jan 29 00:00:00 EST 2019
108,108,31,,Rear-Wheel Drive,Electricity,Electricity,41186,smart,EQ fortwo (coupe),Two Seaters,2019,EV,60 KW AC Synchronous,Tue Jan 29 00:00:00 EST 2019,Tue Jan 29 00:00:00 EST 2019
102,102,33,,Rear-Wheel Drive,Electricity,Electricity,41187,smart,EQ fortwo (convertible),Two Seaters,2019,EV,60 KW AC Synchronous,Tue Jan 29 00:00:00 EST 2019,Tue Jan 29 00:00:00 EST 2019
123,122.6274,27.4857,,Rear-Wheel Drive,Electricity,Electricity,41188,Tesla,Model 3 Mid Range,Midsize Cars,2019,EV,211 kW AC 3-Phase,Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
130,130.2464,25.8779,,Rear-Wheel Drive,Electricity,Electricity,41189,Tesla,Model 3 Long Range,Midsize Cars,2019,EV,211 kW AC 3-Phase,Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
116,116.4402,28.9462,,All-Wheel Drive,Electricity,Electricity,41190,Tesla,Model 3 Long Range AWD,Midsize Cars,2019,EV,147 and 188 kW AC 3-Phase,Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
116,116.4402,28.9462,,All-Wheel Drive,Electricity,Electricity,41191,Tesla,Model 3 Long Range AWD Performance,Midsize Cars,2019,EV,147 and 202 kW AC 3-Phase,Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
103,103.3343,32.6174,,All-Wheel Drive,Electricity,Electricity,41192,Tesla,Model S 75D,Large Cars,2019,EV,193 (front) 193 (rear) (75 kW-hr battery pack),Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
102,101.5334,33.196,,All-Wheel Drive,Electricity,Electricity,41193,Tesla,Model S 100D,Large Cars,2019,EV,193 (front) 193 (rear) (100 kW-hr battery pack),Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
98,97.5232,34.561,,All-Wheel Drive,Electricity,Electricity,41194,Tesla,Model S P100D,Large Cars,2019,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
93,93.0305,36.23,,All-Wheel Drive,Electricity,Electricity,41195,Tesla,Model X 75D,Standard Sport Utility Vehicle 4WD,2019,EV,193 (front) 193 (rear) (75 kW-hr battery pack),Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
87,87.1716,38.6651,,All-Wheel Drive,Electricity,Electricity,41196,Tesla,Model X 100D,Standard Sport Utility Vehicle 4WD,2019,EV,193 (front) 193 (rear) (100 kW-hr battery pack),Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
85,85.2401,39.5413,,All-Wheel Drive,Electricity,Electricity,41197,Tesla,Model X P100D,Standard Sport Utility Vehicle 4WD,2019,EV,193 (front) 375 (rear) (100 kW-hr battery pack),Tue Jan 29 00:00:00 EST 2019,Tue Jun 18 00:00:00 EDT 2019
114,114,30,,Front-Wheel Drive,Electricity,Electricity,41235,Kia,Soul Electric,Small Station Wagons,2020,EV,201 kW AC PMSM,Tue Feb 12 00:00:00 EST 2019,Tue Feb 12 00:00:00 EST 2019
72,72.2873,46.6265,,Front-Wheel Drive,Electricity,Electricity,41275,BYD,e6,Small Sport Utility Vehicle 2WD,2019,EV,75 kW AC PM/B,Wed Mar 13 00:00:00 EDT 2019,Wed Mar 13 00:00:00 EDT 2019
108,108,31,,Front-Wheel Drive,Electricity,Electricity,41276,Nissan,Leaf (62 kW-hr battery pack),Midsize Cars,2019,EV,160 kW DCPM,Wed Mar 13 00:00:00 EDT 2019,Wed Mar 13 00:00:00 EDT 2019
104,104.4048,32.283,,Front-Wheel Drive,Electricity,Electricity,41277,Nissan,Leaf SV/SL (62 kW-hr battery pack),Midsize Cars,2019,EV,160 kW DCPM,Wed Mar 13 00:00:00 EDT 2019,Wed Mar 13 00:00:00 EDT 2019
74,73.9677,45.5672,,All-Wheel Drive,Electricity,Electricity,41393,Audi,e-tron,Standard Sport Utility Vehicle 4WD,2019,EV,141 and 172 kW Asynchron 3-Phase,Tue Apr 16 00:00:00 EDT 2019,Tue Apr 16 00:00:00 EDT 2019
76,76.0705,44.3076,,4-Wheel Drive,Electricity,Electricity,41413,Jaguar,I-Pace,Small Sport Utility Vehicle 4WD,2020,EV,147 and 147 kW AC 3-Phase,Thu May 02 00:00:00 EDT 2019,Thu May 02 00:00:00 EDT 2019
131,131.1902,25.6917,,Rear-Wheel Drive,Electricity,Electricity,41415,Tesla,Model 3 Standard Range,Midsize Cars,2019,EV,211 kW AC 3-Phase,Thu May 02 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
133,132.7591,25.3881,,Rear-Wheel Drive,Electricity,Electricity,41416,Tesla,Model 3 Standard Range Plus,Midsize Cars,2019,EV,211 kW AC 3-Phase,Thu May 02 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
111,111.3381,30.2726,,All-Wheel Drive,Electricity,Electricity,41417,Tesla,Model S Long Range,Large Cars,2019,EV,193 and 205 kW AC 3-Phase,Thu May 02 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
104,103.9244,32.4322,,All-Wheel Drive,Electricity,Electricity,41418,Tesla,Model S Performance (19in Wheels),Large Cars,2019,EV,193 and 205 kW AC 3-Phase,Thu May 02 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
97,97.0458,34.731,,All-Wheel Drive,Electricity,Electricity,41419,Tesla,Model S Performance (21in Wheels),Large Cars,2019,EV,193 and 205 kW AC 3-Phase,Thu May 02 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
109,109.3663,30.8184,,All-Wheel Drive,Electricity,Electricity,41513,Tesla,Model S Standard Range,Large Cars,2019,EV,193 and 205 kW AC 3-Phase,Tue Jun 11 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
96,96.2122,35.0319,,All-Wheel Drive,Electricity,Electricity,41514,Tesla,Model X Long Range,Standard Sport Utility Vehicle 4WD,2019,EV,"193 (front), 205/375 (rear) kW ACPM",Tue Jun 11 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
79,78.731,42.8103,,All-Wheel Drive,Electricity,Electricity,41515,Tesla,Model X Performance (22in Wheels),Standard Sport Utility Vehicle 4WD,2019,EV,"193 (front), 205/375 (rear) kW ACPM",Tue Jun 11 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019
53,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,15606,Honda,Insight,Two Seaters,2000,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
47,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,16445,Honda,Insight,Two Seaters,2001,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
47,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,16446,Honda,Insight,Two Seaters,2001,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
53,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,16447,Honda,Insight,Two Seaters,2001,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,16705,Toyota,Prius,Compact Cars,2001,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
47,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,17354,Honda,Insight,Two Seaters,2002,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
53,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,17355,Honda,Insight,Two Seaters,2002,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,17634,Toyota,Prius,Compact Cars,2002,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
47,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,18312,Honda,Insight,Two Seaters,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
53,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,18313,Honda,Insight,Two Seaters,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,18525,Honda,Civic Hybrid,Compact Cars,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,18526,Honda,Civic Hybrid,Compact Cars,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,18608,Toyota,Prius,Compact Cars,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
40,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,19301,Honda,Civic Hybrid,Compact Cars,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
40,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,19302,Honda,Civic Hybrid,Compact Cars,2003,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
47,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,19356,Honda,Insight,Two Seaters,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
52,0,0,1,Front-Wheel Drive,Regular,Regular Gasoline,19357,Honda,Insight,Two Seaters,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
40,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,19588,Honda,Civic Hybrid,Compact Cars,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,19589,Honda,Civic Hybrid,Compact Cars,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
40,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,19590,Honda,Civic Hybrid,Compact Cars,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
41,0,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,19591,Honda,Civic Hybrid,Compact Cars,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
46,0,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,19813,Toyota,Prius,Midsize Cars,2004,Hybrid,,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013
